2, 60, 120, 120, 4, 30, 8, 2, 2, 2, 250, 320, 150, 3.5, 3.5, 
2, 60, 120, 120, 4, 30, 8, 2, 2, 2, 250, 320, 150, 3.5, 3.5, 
2, 60, 120, 120, 4, 30, 8, 2, 2, 2, 250, 320, 150, 3.5, 3.5, 
2, 60, 120, 120, 4, 30, 8, 2, 2, 2, 250, 320, 150, 3.5, 3.5, 
2, 60, 120, 120, 4, 30, 8, 2, 2, 2, 250, 320, 150, 3.5, 3.5, 
4, 60, 120, 120, 4, 30, 8, 2, 2, 2, 250, 320, 150, 3.5, 3.5, 
2, 60, 120, 120, 4, 30, 8, 2, 2, 2, 250, 320, 150, 3.5, 3.5, 
5, 60, 120, 120, 4, 30, 8, 2, 2, 2, 250, 320, 150, 3.5, 3.5, 
0, 60, 120, 120, 4, 30, 8, 2, 2, 2, 250, 320, 150, 3.5, 3.5, 
4, 60, 120, 120, 4, 30, 8, 2, 2, 2, 250, 320, 150, 3.5, 3.5, 
4, 60, 120, 120, 4, 30, 8, 2, 2, 2, 250, 320, 150, 3.5, 3.5, 
4, 60, 120, 120, 4, 30, 8, 2, 2, 2, 250, 320, 150, 3.5, 3.5, 
4, 60, 120, 120, 4, 30, 8, 2, 2, 2, 250, 320, 150, 3.5, 3.5, 
6, 60, 120, 120, 4, 30, 8, 2, 2, 2, 250, 190, 150, 3.5, 3.5, 
6, 60, 120, 120, 4, 30, 8, 2, 2, 2, 250, 190, 150, 3.5, 3.5, 
6, 60, 120, 120, 4, 30, 8, 2, 2, 2, 250, 190, 150, 3.5, 3.5, 
0, 60, 120, 120, 4, 30, 8, 2, 2, 2, 250, 320, 150, 3.5, 3.5, 
0, 60, 120, 120, 4, 30, 8, 2, 2, 2, 250, 320, 150, 3.5, 3.5, 
0, 60, 120, 120, 4, 30, 8, 2, 2, 2, 250, 320, 150, 3.5, 3.5, 
2, 60, 120, 120, 4, 30, 8, 2, 2, 2, 250, 320, 150, 3.5, 3.5, 
2, 60, 120, 120, 4, 30, 8, 2, 2, 2, 250, 320, 150, 3.5, 3.5, 
0, 60, 120, 120, 4, 30, 8, 2, 2, 2, 250, 320, 150, 3.5, 3.5, 
3, 60, 120, 120, 4, 30, 8, 2, 2, 2, 250, 320, 150, 3.5, 3.5, 
3, 60, 120, 120, 4, 30, 8, 2, 2, 2, 250, 320, 150, 3.5, 3.5, 
0, 60, 120, 120, 4, 30, 8, 2, 2, 2, 250, 320, 150, 3.5, 3.5, 
0, 60, 120, 120, 4, 30, 8, 2, 2, 2, 250, 320, 150, 3.5, 3.5, 
0, 60, 120, 120, 4, 30, 8, 2, 2, 2, 250, 320, 150, 3.5, 3.5, 
0, 60, 120, 120, 4, 30, 8, 2, 2, 2, 250, 320, 150, 3.5, 3.5, 
5, 60, 120, 120, 4, 30, 8, 2, 2, 2, 250, 320, 150, 3.5, 3.5, 
5, 60, 120, 120, 4, 30, 8, 2, 2, 2, 250, 320, 150, 3.5, 3.5, 
5, 60, 120, 120, 4, 30, 8, 2, 2, 2, 250, 320, 150, 3.5, 3.5, 
5, 60, 120, 120, 4, 30, 8, 2, 2, 2, 250, 320, 150, 3.5, 3.5, 
5, 60, 120, 120, 4, 30, 8, 2, 2, 2, 250, 320, 150, 3.5, 3.5, 
5, 60, 120, 120, 4, 30, 8, 2, 2, 2, 250, 320, 150, 3.5, 3.5, 
5, 60, 120, 120, 4, 30, 8, 2, 2, 2, 250, 320, 150, 3.5, 3.5, 
5, 60, 120, 120, 4, 30, 8, 2, 2, 2, 250, 320, 150, 3.5, 3.5, 
5, 60, 120, 120, 4, 30, 8, 2, 2, 2, 250, 320, 150, 3.5, 3.5, 
5, 60, 120, 120, 4, 30, 8, 2, 2, 2, 250, 320, 150, 3.5, 3.5, 
5, 60, 120, 120, 4, 30, 8, 2, 2, 2, 250, 320, 150, 3.5, 3.5, 
7, 60, 120, 120, 4, 30, 8, 2, 2, 2, 250, 320, 150, 3.5, 3.5, 
7, 60, 120, 120, 4, 30, 8, 2, 2, 2, 250, 320, 150, 3.5, 3.5, 
10, 60, 120, 120, 4, 30, 8, 2, 2, 2, 250, 320, 150, 3.5, 3.5, 
10, 60, 120, 120, 4, 30, 8, 2, 2, 2, 250, 320, 150, 3.5, 3.5, 
10, 60, 120, 120, 4, 30, 8, 2, 2, 2, 250, 320, 150, 3.5, 3.5, 
0, 60, 120, 120, 4, 30, 8, 2, 2, 2, 250, 320, 150, 3.5, 3.5, 
1, 60, 120, 120, 4, 30, 8, 2, 2, 2, 250, 320, 150, 3.5, 3.5, 
5, 60, 120, 120, 4, 30, 8, 2, 2, 2, 250, 320, 150, 3.5, 3.5, 
9, 60, 120, 120, 4, 30, 8, 2, 2, 2, 250, 320, 150, 3.5, 3.5, 
9, 60, 120, 120, 4, 30, 8, 2, 2, 2, 250, 320, 300, 3.5, 3.5, 
9, 60, 120, 120, 4, 30, 8, 2, 2, 2, 250, 320, 300, 3.5, 3.5, 
9, 60, 120, 120, 4, 30, 8, 2, 2, 2, 250, 320, 300, 3.5, 3.5, 
9, 60, 120, 120, 4, 30, 8, 2, 2, 2, 250, 320, 300, 3.5, 3.5, 
9, 60, 120, 120, 4, 30, 8, 2, 2, 2, 250, 320, 300, 3.5, 3.5, 
9, 60, 120, 120, 4, 30, 8, 2, 2, 2, 250, 320, 300, 3.5, 3.5, 
9, 60, 120, 120, 4, 30, 8, 2, 2, 2, 250, 320, 300, 3.5, 3.5, 
9, 60, 120, 120, 4, 30, 8, 2, 2, 2, 250, 320, 300, 3.5, 3.5, 
9, 60, 120, 120, 4, 30, 8, 2, 2, 2, 250, 320, 300, 3.5, 3.5, 
0, 60, 120, 120, 4, 30, 8, 2, 2, 2, 250, 320, 150, 3.5, 3.5, 
0, 60, 120, 120, 4, 30, 8, 2, 2, 2, 250, 320, 150, 3.5, 3.5, 
0, 60, 120, 120, 4, 30, 8, 2, 2, 2, 250, 320, 150, 3.5, 3.5, 
